"","X1.x","yearID.x","playerID","teamID.x","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","teamID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y"
"425",30991,2014,"martimi02","PIT","NL",26,7,26,14,0,0,0,6,0,0,6,2,1,9,0,12,3,1,26,39,2,5,1,0,0,2,0,0,4,13,1,0,1,0,0,0.128205128205128,4,0.363148479427549,"AvgPoor","AvgPoor",31680,2015,"CLE","AL",16,7,16,13,0,0,0,0,1,0,9,2,1,12,2,1,5,1,16,30,7,8,2,0,0,2,0,1,1,12,0,0,1,0,1,0.266666666666667,6,0.623655913978495,"AvgPoor","AvgPoor"
"426",30992,2014,"martiru01","PIT","NL",111,107,111,107,0,107,0,0,0,0,0,0,0,0,1,3,0,1,111,379,45,110,20,0,11,67,4,4,59,78,5,15,2,5,16,0.29023746701847,79,0.831825880563653,"Good","Good",31681,2015,"TOR","AL",129,118,129,117,0,117,0,2,0,0,0,0,0,0,5,9,0,1,129,441,76,106,23,2,23,77,4,5,53,106,1,8,0,5,22,0.240362811791383,58,0.787438446779106,"AvgPoor","AvgPoor"
"427",30993,2014,"martivi01","DET","AL",151,150,151,36,0,2,35,0,0,0,0,0,0,0,115,1,0,1,151,561,87,188,33,0,32,103,3,2,70,42,28,4,0,6,17,0.335115864527629,123,0.973798738045778,"Good","Good",31682,2015,"DET","AL",120,114,120,10,0,0,10,0,0,0,0,0,0,0,104,6,0,1,120,440,39,108,20,0,11,64,0,0,31,52,8,7,0,7,18,0.245454545454545,77,0.666940018744142,"AvgPoor","AvgPoor"
"428",30994,2014,"mastrda01","MIN","AL",7,2,7,7,0,0,0,0,0,0,1,1,5,7,0,0,3,1,7,11,3,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",30995,2014,"mastrda01","TOR","AL",14,6,14,12,0,0,0,0,0,0,2,6,5,12,1,5,2,2,14,32,4,5,0,0,1,2,0,0,0,5,0,0,0,0,4,0.15625,4,0.40625,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",30996,2014,"mathije01","MIA","NL",64,52,64,62,0,62,0,0,0,0,0,0,0,0,0,2,0,1,64,175,12,35,7,0,2,12,0,0,15,64,2,0,5,0,2,0.2,26,0.537443609022556,"AvgPoor","AvgPoor",31683,2015,"MIA","NL",32,29,32,30,0,30,0,0,0,0,0,0,0,0,0,2,0,1,32,93,9,15,4,1,2,12,0,0,7,24,1,0,0,3,2,0.161290322580645,8,0.50391481365487,"AvgPoor","AvgPoor"
"431",30997,2014,"mauerjo01","MIN","AL",120,118,120,100,0,0,100,0,0,0,0,0,0,0,19,2,0,1,120,455,60,126,27,2,4,55,3,0,60,96,12,1,0,2,12,0.276923076923077,93,0.732432432432433,"AvgPoor","AvgPoor",31684,2015,"MIN","AL",158,154,158,137,0,0,137,0,0,0,0,0,0,0,20,3,0,1,158,592,69,157,34,2,10,66,2,1,67,112,12,1,1,5,22,0.265202702702703,111,0.718413432229222,"AvgPoor","AvgPoor"
"432",30998,2014,"maxweju01","KCA","AL",20,12,20,14,0,0,0,0,0,0,1,6,7,14,3,3,4,1,20,40,4,6,1,0,0,3,0,1,2,20,0,2,0,1,0,0.15,5,0.397222222222222,"AvgPoor","AvgPoor",31685,2015,"SFN","NL",100,59,100,79,0,0,0,0,0,0,19,3,58,79,0,29,0,1,100,249,26,52,8,2,7,26,2,1,20,76,1,3,1,1,4,0.208835341365462,35,0.616090736572664,"AvgPoor","AvgPoor"
"433",30999,2014,"maybejo02","PHI","NL",63,29,63,45,0,0,17,0,0,0,13,11,5,29,0,24,5,1,63,122,11,26,7,0,6,21,0,0,15,30,0,1,0,0,1,0.213114754098361,13,0.722380612972202,"AvgPoor","AvgPoor",31686,2015,"NYN","NL",59,23,59,29,0,0,0,0,0,0,19,0,11,29,2,34,0,1,59,110,8,18,6,1,3,9,1,0,9,33,0,0,0,0,2,0.163636363636364,8,0.545072574484339,"AvgPoor","AvgPoor"
"434",31000,2014,"maybejo02","TOR","AL",15,5,15,10,0,0,6,0,0,0,3,0,2,5,2,9,0,2,15,24,4,5,3,0,1,2,0,0,5,5,0,0,0,1,1,0.208333333333333,1,0.791666666666667,"AvgPoor","AvgPoor",31686,2015,"NYN","NL",59,23,59,29,0,0,0,0,0,0,19,0,11,29,2,34,0,1,59,110,8,18,6,1,3,9,1,0,9,33,0,0,0,0,2,0.163636363636364,8,0.545072574484339,"AvgPoor","AvgPoor"
"435",31001,2014,"maybica01","SDN","NL",95,73,95,86,0,0,0,0,0,0,0,86,0,86,0,7,5,1,95,251,24,59,13,4,1,15,4,3,19,56,2,1,0,1,8,0.235059760956175,41,0.621118467307242,"AvgPoor","AvgPoor",31687,2015,"ATL","NL",141,126,141,139,0,0,0,0,0,0,0,139,0,139,0,2,3,1,141,505,65,135,18,2,10,59,23,6,45,102,1,1,1,3,16,0.267326732673267,105,0.697011831147014,"AvgPoor","AvgPoor"
"436",31002,2014,"mcbrima02","COL","NL",21,5,21,8,0,0,5,0,0,0,2,0,3,4,0,14,0,1,21,31,6,7,2,0,2,6,0,0,2,12,0,1,0,0,0,0.225806451612903,3,0.777988614800759,"AvgPoor","AvgPoor",31688,2015,"COL","NL",20,8,20,8,0,0,4,0,0,0,3,0,2,5,0,12,0,1,20,42,5,7,0,0,0,0,0,0,0,4,0,1,0,0,0,0.166666666666667,7,0.352713178294574,"AvgPoor","AvgPoor"
"437",31003,2014,"mccanbr01","NYA","AL",140,125,140,119,0,108,16,0,0,0,0,0,0,0,14,14,1,1,140,495,57,115,15,1,23,75,0,0,32,77,1,7,0,4,16,0.232323232323232,76,0.692305959220457,"AvgPoor","AvgPoor",31689,2015,"NYA","AL",135,122,135,126,0,126,10,0,0,0,0,0,0,0,4,13,0,1,135,465,68,108,15,1,26,94,0,0,52,97,3,11,0,7,7,0.232258064516129,66,0.756185308009245,"AvgPoor","AvgPoor"
"438",31004,2014,"mccanja02","DET","AL",9,2,9,6,0,6,0,0,0,0,0,0,0,0,3,3,0,1,9,12,2,3,1,0,0,0,1,0,0,2,0,0,0,0,0,0.25,2,0.583333333333333,"AvgPoor","AvgPoor",31690,2015,"DET","AL",114,103,114,112,0,112,0,0,0,0,0,0,0,0,1,6,0,1,114,401,32,106,18,5,7,41,0,1,16,90,0,3,4,1,17,0.264339152119701,76,0.683445779849663,"AvgPoor","AvgPoor"
"439",31005,2014,"mccutan01","PIT","NL",146,146,146,146,0,0,0,0,0,0,0,146,0,146,0,0,0,1,146,548,89,172,38,6,25,83,18,3,84,115,8,10,0,6,9,0.313868613138686,103,0.952464630080202,"Good","Good",31691,2015,"PIT","NL",157,154,157,152,0,0,0,0,0,0,0,152,0,152,3,2,0,1,157,566,91,165,36,3,23,96,11,5,98,133,12,12,0,9,9,0.291519434628975,103,0.889092362848521,"Good","Good"
"440",31006,2014,"mcdonjo03","LAA","AL",95,16,95,90,0,0,0,2,73,16,0,0,0,0,2,10,12,1,95,76,4,13,2,0,0,5,1,1,7,18,0,2,5,1,1,0.171052631578947,11,0.453182374541004,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",31007,2014,"mcgehca01","MIA","NL",160,159,160,158,0,0,0,0,158,0,0,0,0,0,1,1,0,1,160,616,56,177,29,1,4,76,4,2,67,102,3,1,0,7,31,0.287337662337662,143,0.711701467851974,"Good","AvgPoor",31692,2015,"MIA","NL",60,21,60,29,0,0,20,0,10,0,0,0,0,0,1,35,0,2,60,110,7,20,7,0,0,9,1,0,10,22,0,0,0,0,3,0.181818181818182,13,0.495454545454545,"AvgPoor","AvgPoor"
"442",31007,2014,"mcgehca01","MIA","NL",160,159,160,158,0,0,0,0,158,0,0,0,0,0,1,1,0,1,160,616,56,177,29,1,4,76,4,2,67,102,3,1,0,7,31,0.287337662337662,143,0.711701467851974,"Good","AvgPoor",31693,2015,"SFN","NL",49,32,49,33,0,0,1,0,32,0,0,0,0,0,1,15,0,1,49,127,7,27,5,0,2,11,0,1,11,28,0,0,0,0,15,0.21259842519685,20,0.574574917265777,"AvgPoor","AvgPoor"
"443",31008,2014,"mckenmi01","COL","NL",57,45,57,50,0,50,0,0,0,0,0,0,0,0,0,9,0,1,57,168,23,53,9,0,8,22,0,3,22,42,1,1,1,0,6,0.31547619047619,36,0.909810521067066,"Good","Good",31694,2015,"COL","NL",58,32,58,32,0,32,0,0,0,0,0,0,0,0,1,25,0,1,58,127,20,26,7,3,4,17,2,2,22,41,0,2,0,1,2,0.204724409448819,12,0.730522171570659,"AvgPoor","AvgPoor"
"444",31009,2014,"mclouna01","WAS","NL",79,33,79,50,0,0,0,0,0,0,28,9,16,50,1,30,3,1,79,139,10,24,6,0,1,7,4,1,16,35,1,5,1,1,0,0.172661870503597,17,0.516913177532508,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",31010,2014,"medicto01","SDN","NL",102,58,102,64,0,0,46,0,0,0,22,0,0,22,4,41,1,1,102,240,31,56,11,2,9,27,6,1,14,75,0,4,0,1,5,0.233333333333333,34,0.694047619047619,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",31011,2014,"mercejo03","PIT","NL",149,137,149,144,0,0,0,0,0,144,0,0,1,1,0,6,1,1,149,506,56,129,27,2,12,55,4,1,35,89,12,4,5,5,14,0.254940711462451,88,0.692806324110672,"AvgPoor","AvgPoor",31695,2015,"PIT","NL",116,108,116,115,0,0,0,0,0,115,0,0,0,0,0,3,0,1,116,394,34,96,21,0,3,34,3,2,27,73,7,2,4,3,7,0.243654822335025,72,0.613224184361669,"AvgPoor","AvgPoor"
"447",31012,2014,"mesorde01","CIN","NL",114,105,114,109,0,109,0,0,0,0,0,0,0,0,1,9,0,1,114,384,54,105,25,0,25,80,1,3,41,103,4,12,0,3,5,0.2734375,55,0.892945075757576,"AvgPoor","Good",31696,2015,"CIN","NL",23,9,23,6,0,6,0,0,0,0,0,0,0,0,4,13,0,1,23,45,2,8,1,1,0,2,1,0,5,9,0,1,0,0,0,0.177777777777778,6,0.518954248366013,"AvgPoor","AvgPoor"
"448",31013,2014,"middlwi01","BOS","AL",63,57,63,62,0,0,1,0,62,0,0,0,0,0,0,3,0,1,63,215,14,41,10,0,2,19,1,1,15,70,1,4,0,0,7,0.190697674418605,29,0.521526535480024,"AvgPoor","AvgPoor",31697,2015,"SDN","NL",83,65,83,75,0,0,2,0,69,8,0,0,0,0,0,12,0,1,83,255,23,54,7,2,9,29,2,1,11,60,0,0,0,4,4,0.211764705882353,36,0.601525054466231,"AvgPoor","AvgPoor"
"449",31014,2014,"millebr02","SEA","AL",123,107,123,119,0,0,0,13,2,107,0,0,0,0,1,6,2,1,123,367,47,81,15,4,10,36,4,2,34,95,2,2,3,3,2,0.220708446866485,52,0.653299955705293,"AvgPoor","AvgPoor",31698,2015,"SEA","AL",144,125,144,129,0,0,0,11,2,89,15,20,6,35,10,8,6,1,144,438,44,113,22,4,11,46,13,4,47,101,0,2,4,6,7,0.257990867579909,76,0.730426889697778,"AvgPoor","AvgPoor"
"450",31015,2014,"molinjo01","TBA","AL",80,70,80,80,0,80,0,0,0,0,0,0,0,0,0,2,0,1,80,225,4,40,2,0,0,10,3,0,14,55,0,2,4,2,8,0.177777777777778,38,0.417119341563786,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",31016,2014,"molinya01","SLN","NL",110,109,110,108,0,107,1,0,0,0,0,0,0,0,2,1,0,1,110,404,40,114,21,0,7,38,1,1,28,55,4,6,1,6,14,0.282178217821782,86,0.71947194719472,"Good","AvgPoor",31699,2015,"SLN","NL",136,132,136,134,0,134,0,0,0,0,0,0,0,0,1,3,0,1,136,488,34,132,23,2,4,61,3,1,32,59,3,0,1,9,16,0.270491803278689,103,0.660428739657256,"AvgPoor","AvgPoor"
"452",31017,2014,"monteje01","SEA","AL",6,5,6,1,0,0,1,0,0,0,0,0,0,0,4,1,0,1,6,17,1,4,0,0,1,2,0,0,0,3,0,0,0,0,1,0.235294117647059,3,0.647058823529412,"AvgPoor","AvgPoor",31701,2015,"SEA","AL",38,32,38,27,0,0,27,0,0,0,0,0,0,0,7,6,0,1,38,112,11,25,6,0,5,19,0,0,4,32,0,0,0,0,2,0.223214285714286,14,0.660714285714286,"AvgPoor","AvgPoor"
"453",31018,2014,"montemi01","ARI","NL",136,132,136,131,0,131,0,0,0,0,0,0,0,0,2,4,0,1,136,489,40,119,23,0,13,72,0,4,56,97,11,9,0,6,12,0.243353783231084,83,0.698714577855682,"AvgPoor","AvgPoor",31702,2015,"CHN","NL",113,91,113,109,0,109,0,0,0,0,0,0,0,0,1,18,0,1,113,347,36,86,11,0,15,53,1,1,49,103,5,4,0,3,9,0.247838616714697,60,0.754135053382055,"AvgPoor","AvgPoor"
"454",31019,2014,"mooread01","SDN","NL",9,1,9,1,0,1,0,0,0,0,0,0,0,0,0,8,0,1,9,10,1,2,1,0,0,1,0,0,2,5,1,0,0,0,0,0.2,1,0.633333333333333,"AvgPoor","AvgPoor",31703,2015,"CLE","AL",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0.25,1,0.5,"AvgPoor","AvgPoor"
"455",31020,2014,"moorety01","WAS","NL",42,20,42,27,0,0,24,0,0,0,4,0,0,4,0,16,2,1,42,91,8,21,2,0,4,14,0,0,7,29,0,2,0,0,2,0.230769230769231,15,0.684615384615385,"AvgPoor","AvgPoor",31704,2015,"WAS","NL",97,36,97,58,1,0,39,0,0,0,20,0,1,21,0,50,1,1,97,187,14,38,12,0,6,27,0,0,11,45,2,1,0,1,2,0.203208556149733,20,0.613636363636364,"AvgPoor","AvgPoor"
"456",31021,2014,"moralke01","MIN","AL",39,38,39,13,0,0,13,0,0,0,0,0,0,0,26,1,0,1,39,154,12,36,11,0,1,18,0,0,6,27,1,0,0,2,4,0.233766233766234,24,0.583934583934584,"AvgPoor","AvgPoor",31705,2015,"KCA","AL",158,150,158,9,0,0,9,0,0,0,0,0,0,0,141,8,0,1,158,569,81,165,41,2,22,106,0,0,58,103,4,8,0,4,24,0.289982425307557,100,0.84656385884139,"Good","Good"
"457",31022,2014,"moralke01","SEA","AL",59,59,59,14,0,0,14,0,0,0,0,0,0,0,45,0,0,2,59,213,16,44,9,0,7,24,0,0,21,41,2,3,0,2,8,0.206572769953052,28,0.63193666882747,"AvgPoor","AvgPoor",31705,2015,"KCA","AL",158,150,158,9,0,0,9,0,0,0,0,0,0,0,141,8,0,1,158,569,81,165,41,2,22,106,0,0,58,103,4,8,0,4,24,0.289982425307557,100,0.84656385884139,"Good","Good"
"458",31023,2014,"morelbr01","PIT","NL",23,8,23,14,0,0,1,0,13,0,0,0,0,0,0,9,1,1,23,39,1,7,2,0,0,4,0,0,2,9,1,0,0,0,1,0.179487179487179,5,0.450281425891182,"AvgPoor","AvgPoor",31706,2015,"PIT","NL",3,2,3,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,7,1,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0.285714285714286,1,0.714285714285714,"Good","AvgPoor"
"459",31024,2014,"morelmi01","TEX","AL",52,44,52,25,1,0,22,0,0,0,2,0,0,2,23,8,0,1,52,167,18,41,9,1,2,23,0,0,12,43,0,1,2,2,7,0.245508982035928,29,0.644008685924854,"AvgPoor","AvgPoor",31707,2015,"TEX","AL",132,117,132,120,0,0,120,0,0,0,0,0,0,0,7,14,0,1,132,471,51,131,27,0,23,85,1,0,32,112,2,7,0,5,9,0.278131634819533,81,0.812050378249129,"AvgPoor","Good"
"460",31025,2014,"morgany01","CLE","AL",15,12,15,14,0,0,0,0,0,0,2,12,0,14,0,0,1,1,15,41,8,14,1,0,1,6,3,0,7,6,0,0,3,1,0,0.341463414634146,12,0.867595818815331,"Good","Good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",31026,2014,"morneju01","COL","NL",135,127,135,131,0,0,131,0,0,0,0,0,0,0,1,5,0,1,135,502,62,160,32,3,17,82,0,3,34,60,4,6,0,8,7,0.318725099601594,108,0.859652299891344,"Good","Good",31708,2015,"COL","NL",49,43,49,44,0,0,44,0,0,0,0,0,0,0,1,4,0,1,49,168,19,52,10,3,3,15,0,0,13,25,2,1,0,0,2,0.30952380952381,36,0.820970695970696,"Good","Good"
"462",31027,2014,"morrilo01","SEA","AL",99,92,99,87,0,0,79,0,0,0,2,0,8,10,10,5,0,1,99,336,41,88,20,0,11,38,5,2,24,59,1,3,0,2,9,0.261904761904762,57,0.734711350293542,"AvgPoor","AvgPoor",31709,2015,"SEA","AL",146,117,146,143,0,0,140,0,0,0,1,0,3,4,1,11,6,1,146,457,47,103,15,3,17,54,8,4,47,81,5,4,1,2,7,0.225382932166302,68,0.684892950615695,"AvgPoor","AvgPoor"
"463",31028,2014,"morsemi01","SFN","NL",131,125,131,123,0,0,43,0,0,0,84,0,0,84,4,6,0,1,131,438,48,122,32,3,16,61,0,0,31,121,0,9,0,4,19,0.278538812785388,71,0.810985429811099,"AvgPoor","Good",31710,2015,"MIA","NL",53,42,53,41,0,0,36,0,0,0,6,0,0,6,1,11,0,1,53,160,8,34,4,0,4,12,0,0,12,55,0,2,0,0,6,0.2125,26,0.588362068965517,"AvgPoor","AvgPoor"
"464",31028,2014,"morsemi01","SFN","NL",131,125,131,123,0,0,43,0,0,0,84,0,0,84,4,6,0,1,131,438,48,122,32,3,16,61,0,0,31,121,0,9,0,4,19,0.278538812785388,71,0.810985429811099,"AvgPoor","Good",31711,2015,"PIT","NL",45,15,45,22,0,0,22,0,0,0,0,0,0,0,0,28,0,2,45,69,6,19,3,1,1,7,0,0,11,21,0,2,0,0,4,0.27536231884058,14,0.781548250265111,"AvgPoor","AvgPoor"
"465",31029,2014,"mossbr01","OAK","AL",147,132,147,132,0,0,67,0,0,0,56,0,34,84,12,12,0,1,147,500,70,117,23,2,25,81,1,0,67,153,7,10,0,3,6,0.234,67,0.77248275862069,"AvgPoor","AvgPoor",31712,2015,"CLE","AL",94,89,94,89,0,0,10,0,0,0,0,0,79,79,5,4,0,1,94,337,36,73,17,1,15,50,0,0,32,106,2,3,0,3,9,0.216617210682493,40,0.694528189910979,"AvgPoor","AvgPoor"
"466",31029,2014,"mossbr01","OAK","AL",147,132,147,132,0,0,67,0,0,0,56,0,34,84,12,12,0,1,147,500,70,117,23,2,25,81,1,0,67,153,7,10,0,3,6,0.234,67,0.77248275862069,"AvgPoor","AvgPoor",31713,2015,"SLN","NL",51,35,51,41,0,0,32,0,0,0,10,0,3,13,0,15,0,2,51,132,11,33,7,1,4,8,0,1,17,42,2,2,0,0,3,0.25,21,0.753461770018061,"AvgPoor","AvgPoor"
"467",31030,2014,"moustmi01","KCA","AL",140,126,140,138,0,0,0,0,138,0,0,0,0,0,0,4,0,1,140,457,45,97,21,1,15,54,1,0,35,74,1,3,1,4,12,0.212253829321663,60,0.6315914103919,"AvgPoor","AvgPoor",31714,2015,"KCA","AL",147,140,147,146,0,0,0,0,146,0,0,0,0,0,0,4,0,1,147,549,73,156,34,1,22,82,1,2,43,76,1,13,4,5,14,0.284153005464481,99,0.817486338797814,"Good","Good"
"468",31031,2014,"moyast01","DET","AL",11,0,11,5,0,0,0,0,0,0,0,0,5,5,2,6,1,1,11,8,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0.375,3,0.75,"Good","AvgPoor",31715,2015,"DET","AL",9,5,9,7,0,0,0,0,0,0,2,0,5,7,2,1,1,1,9,22,1,4,0,1,0,0,0,0,3,10,0,0,0,0,0,0.181818181818182,3,0.552727272727273,"AvgPoor","AvgPoor"
"469",31032,2014,"murphda07","CLE","AL",129,113,129,122,0,0,0,0,0,0,2,0,120,122,2,13,1,1,129,416,40,109,25,1,8,58,2,3,36,61,2,2,1,7,6,0.262019230769231,75,0.703487401968964,"AvgPoor","AvgPoor",31718,2015,"CLE","AL",84,53,84,37,1,0,0,0,0,0,21,0,17,37,34,28,0,1,84,206,22,61,12,1,5,27,0,1,16,29,1,1,1,4,4,0.296116504854369,43,0.780505538685257,"Good","AvgPoor"
"470",31032,2014,"murphda07","CLE","AL",129,113,129,122,0,0,0,0,0,0,2,0,120,122,2,13,1,1,129,416,40,109,25,1,8,58,2,3,36,61,2,2,1,7,6,0.262019230769231,75,0.703487401968964,"AvgPoor","AvgPoor",31719,2015,"LAA","AL",48,39,48,32,0,0,0,0,0,0,32,0,0,32,8,9,0,2,48,155,16,41,6,0,5,23,0,1,4,20,0,0,0,1,2,0.264516129032258,30,0.68125,"AvgPoor","AvgPoor"
"471",31033,2014,"murphda08","NYN","NL",143,142,143,142,0,0,1,126,16,0,0,0,0,0,0,1,0,1,143,596,79,172,37,2,9,57,13,5,39,86,3,2,0,5,15,0.288590604026846,124,0.734460264692969,"Good","AvgPoor",31720,2015,"NYN","NL",130,121,130,121,0,0,17,69,42,0,0,0,0,0,1,8,0,1,130,499,56,140,38,2,14,73,2,2,31,38,10,2,0,6,15,0.280561122244489,86,0.770459133881145,"Good","AvgPoor"
"472",31034,2014,"murphdo01","TEX","AL",45,31,45,32,0,0,6,21,5,0,0,0,0,0,8,6,1,1,45,112,11,22,3,0,4,14,0,1,11,38,0,1,1,3,2,0.196428571428571,15,0.598073678290214,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",31035,2014,"murphjr01","NYA","AL",32,21,32,30,0,30,0,0,0,0,0,0,0,0,2,4,0,1,32,81,7,23,4,0,1,9,0,0,4,22,0,0,0,0,0,0.283950617283951,18,0.6880174291939,"Good","AvgPoor",31721,2015,"NYA","AL",67,43,67,65,0,65,0,0,0,0,0,0,0,0,1,3,3,1,67,155,21,43,9,1,3,14,0,0,12,43,0,1,1,3,4,0.27741935483871,30,0.733936993020185,"AvgPoor","AvgPoor"
"474",31036,2014,"myerswi01","TBA","AL",87,84,87,78,0,0,2,0,0,0,0,1,78,78,9,3,0,1,87,325,37,72,14,0,6,35,6,1,34,90,3,0,0,2,10,0.221538461538462,52,0.613628808864266,"AvgPoor","AvgPoor",31723,2015,"SDN","NL",60,56,60,56,0,0,22,0,0,0,4,38,2,42,0,3,1,1,60,225,40,57,13,1,8,29,5,2,27,55,0,1,0,0,2,0.253333333333333,35,0.762635046113307,"AvgPoor","AvgPoor"
"475",31037,2014,"nadyxa01","SDN","NL",22,6,22,13,0,0,1,0,0,0,5,0,8,12,0,15,0,1,22,37,4,5,1,0,3,4,0,0,5,9,0,0,0,0,4,0.135135135135135,1,0.643500643500644,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",31038,2014,"napolmi01","BOS","AL",119,116,119,110,0,0,110,0,0,0,0,0,0,0,7,2,0,1,119,415,49,103,20,0,17,55,3,2,78,133,3,4,0,3,12,0.248192771084337,66,0.789277108433735,"AvgPoor","AvgPoor",31724,2015,"BOS","AL",98,92,98,96,0,0,96,0,0,0,0,0,0,0,2,1,1,1,98,329,37,68,18,1,13,40,3,1,45,99,2,3,0,1,10,0.206686930091185,36,0.692896543960374,"AvgPoor","AvgPoor"
"477",31038,2014,"napolmi01","BOS","AL",119,116,119,110,0,0,110,0,0,0,0,0,0,0,7,2,0,1,119,415,49,103,20,0,17,55,3,2,78,133,3,4,0,3,12,0.248192771084337,66,0.789277108433735,"AvgPoor","AvgPoor",31725,2015,"TEX","AL",35,23,35,25,0,0,15,0,0,0,11,0,0,11,2,10,0,2,35,78,9,23,2,0,5,10,0,2,12,19,1,1,0,0,1,0.294871794871795,16,0.908424908424908,"Good","Good"
"478",31039,2014,"navada01","BOS","AL",113,95,113,105,0,0,11,0,0,0,38,0,69,100,2,14,0,1,113,363,41,98,21,0,4,37,4,2,33,81,1,10,0,2,5,0.269972451790634,73,0.706469777993842,"AvgPoor","AvgPoor",31726,2015,"BOS","AL",29,18,29,26,0,0,6,0,0,0,7,0,15,21,2,6,2,1,29,66,6,10,2,0,0,7,0,0,8,17,0,2,1,1,3,0.151515151515152,8,0.441558441558442,"AvgPoor","AvgPoor"
"479",31039,2014,"navada01","BOS","AL",113,95,113,105,0,0,11,0,0,0,38,0,69,100,2,14,0,1,113,363,41,98,21,0,4,37,4,2,33,81,1,10,0,2,5,0.269972451790634,73,0.706469777993842,"AvgPoor","AvgPoor",31727,2015,"TBA","AL",31,18,31,27,0,0,7,0,0,0,5,0,19,24,0,7,0,2,31,73,7,17,2,0,1,3,1,0,12,19,0,3,0,0,1,0.232876712328767,14,0.665006226650062,"AvgPoor","AvgPoor"
