"","X1.x","yearID.x","playerID","teamID","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y","Improved"
"811",30097,2013,"drewst01","BOS","AL",124,122,124,124,0,0,0,0,0,124,0,0,0,0,0,1,0,1,124,442,57,112,29,8,13,67,6,0,54,124,3,1,0,4,9,0.253393665158371,62,0.776772247360483,"AvgPoor","AvgPoor",30780,2014,"AL",39,38,39,39,0,0,0,0,0,39,0,0,0,0,0,0,0,1,39,131,11,23,6,1,4,11,1,1,14,39,2,0,0,0,1,0.175572519083969,12,0.583416688602264,"AvgPoor","AvgPoor","No"
"812",30098,2013,"dudalu01","NYN","NL",100,91,100,92,0,0,34,0,0,0,58,0,0,58,2,6,0,1,100,318,42,71,16,0,15,33,0,3,55,102,4,9,0,2,1,0.223270440251572,40,0.766656839622642,"AvgPoor","AvgPoor",30782,2014,"NL",153,138,153,146,0,0,146,0,0,0,1,0,0,1,3,10,0,1,153,514,74,130,27,0,30,92,3,2,69,135,8,9,0,4,9,0.252918287937743,73,0.829538035672316,"AvgPoor","Good","No"
"813",30100,2013,"dunnad01","CHA","AL",149,145,149,73,0,0,71,0,0,0,3,0,0,3,74,3,0,1,149,525,60,115,15,0,34,86,1,1,76,189,7,3,0,3,2,0.219047619047619,66,0.761509374754844,"AvgPoor","AvgPoor",30784,2014,"AL",106,102,106,29,1,0,23,0,0,0,4,0,2,6,75,4,0,1,106,363,43,80,17,0,20,54,1,1,65,132,5,3,0,4,5,0.220385674931129,43,0.772736772109813,"AvgPoor","AvgPoor","No"
"814",30101,2013,"dysonja01","KCA","AL",87,61,87,73,0,0,0,0,0,0,0,73,0,73,10,2,14,1,87,213,30,55,9,4,2,17,34,6,21,45,1,1,3,1,4,0.258215962441315,40,0.692468369539269,"AvgPoor","AvgPoor",30786,2014,"AL",120,66,120,108,0,0,0,0,0,0,3,106,0,108,3,3,18,1,120,260,33,70,4,4,1,24,36,7,22,52,0,0,6,2,5,0.269230769230769,61,0.650866738894908,"AvgPoor","AvgPoor","No"
"815",30103,2013,"ellisaj01","LAN","NL",115,109,115,113,0,113,0,0,0,0,0,0,0,0,0,2,0,1,115,390,43,93,17,1,10,52,0,2,45,78,1,3,4,6,11,0.238461538461538,65,0.681670131670132,"AvgPoor","AvgPoor",30788,2014,"NL",93,89,93,92,0,92,0,0,0,0,0,0,0,0,0,2,0,1,93,283,21,54,9,0,3,25,0,0,53,57,5,4,3,4,15,0.190812720848057,42,0.577091379735393,"AvgPoor","AvgPoor","No"
"816",30107,2013,"encared01","TOR","AL",142,142,142,87,0,0,79,0,10,0,0,0,0,0,55,0,0,1,142,530,90,144,29,1,36,104,7,1,82,62,7,4,0,5,20,0.271698113207547,78,0.904332634521314,"AvgPoor","Good",30792,2014,"AL",128,127,128,81,0,0,80,0,0,0,2,0,0,2,46,1,0,1,128,477,75,128,27,2,34,98,2,0,62,82,6,2,0,1,18,0.268343815513627,65,0.901413353756179,"AvgPoor","Good","No"
"817",30108,2013,"escobal02","KCA","AL",158,156,158,158,0,0,0,0,0,158,0,0,0,0,0,1,1,1,158,607,57,142,20,4,4,52,22,0,19,84,1,3,9,4,12,0.233937397034596,114,0.558918983632242,"AvgPoor","AvgPoor",30793,2014,"AL",162,162,162,162,0,0,0,0,0,162,0,0,0,0,0,0,0,1,162,579,74,165,34,5,3,50,31,6,23,83,1,6,8,4,12,0.284974093264249,123,0.693504690304446,"Good","AvgPoor","No"
"818",30109,2013,"escobed01","MIN","AL",66,40,66,60,0,0,0,7,23,38,1,0,0,1,1,4,10,1,66,165,23,39,5,2,3,10,0,2,11,34,0,0,2,1,0,0.236363636363636,29,0.62794042116076,"AvgPoor","AvgPoor",30794,2014,"AL",133,117,133,132,0,0,0,9,25,98,2,1,0,3,1,5,4,1,133,433,52,119,35,2,6,37,1,1,24,93,1,2,4,2,6,0.274826789838337,76,0.721000135261731,"AvgPoor","AvgPoor","Yes"
"819",30110,2013,"escobyu01","TBA","AL",153,149,153,153,0,0,0,0,0,153,0,0,0,0,0,1,0,1,153,508,61,130,27,1,9,56,4,4,57,73,2,3,6,4,19,0.255905511811024,93,0.698309564451297,"AvgPoor","AvgPoor",30795,2014,"AL",137,134,137,136,0,0,0,0,0,136,1,0,0,1,0,2,0,1,137,476,33,123,18,0,7,39,1,1,43,60,3,4,4,2,15,0.258403361344538,98,0.664145658263305,"AvgPoor","AvgPoor","No"
"820",30111,2013,"espinda01","WAS","NL",44,44,44,44,0,0,0,43,0,1,0,0,0,0,0,0,0,1,44,158,11,25,9,0,3,12,1,0,4,47,0,3,1,1,1,0.158227848101266,13,0.464922983071527,"AvgPoor","AvgPoor",30796,2014,"NL",114,85,114,100,0,0,0,89,0,12,0,0,0,0,0,14,4,1,114,333,31,73,14,3,8,27,8,1,18,122,5,12,0,1,5,0.219219219219219,48,0.634318384318384,"AvgPoor","AvgPoor","No"
"821",30112,2013,"ethiean01","LAN","NL",142,129,142,133,0,0,0,0,0,0,8,74,54,133,2,9,0,1,142,482,54,131,33,2,12,52,4,3,61,95,11,7,0,3,9,0.271784232365145,84,0.7830918490617,"AvgPoor","AvgPoor",30797,2014,"NL",130,79,130,93,0,0,1,0,0,0,16,68,15,92,1,41,0,1,130,341,29,85,17,6,4,42,2,2,31,74,3,6,1,1,5,0.249266862170088,58,0.691401202423417,"AvgPoor","AvgPoor","No"
"822",30114,2013,"federti01","LAN","NL",56,42,56,47,0,45,2,0,0,0,0,0,0,0,0,10,0,1,56,160,12,37,8,0,4,16,0,0,10,56,5,0,2,1,5,0.23125,25,0.631103801169591,"AvgPoor","AvgPoor",30801,2014,"NL",23,19,23,22,0,22,0,0,0,0,0,0,0,0,0,1,0,1,23,71,2,8,3,0,1,5,0,0,3,18,0,1,2,1,3,0.1,4,0.355077835433655,"AvgPoor","AvgPoor","No"
"823",30117,2013,"flahery01","BAL","AL",85,69,85,78,0,0,4,65,7,9,0,0,0,0,4,10,0,1,85,246,28,55,11,0,10,27,2,0,19,62,3,5,1,0,2,0.223577235772358,34,0.682836495031617,"AvgPoor","AvgPoor",30805,2014,"AL",102,78,102,99,0,0,3,30,43,29,1,0,1,2,0,3,1,1,102,281,33,62,15,1,7,32,1,0,22,68,2,5,3,1,3,0.220640569395018,39,0.643897776088634,"AvgPoor","AvgPoor","No"
"824",30118,2013,"florewi01","NYN","NL",27,26,27,26,0,0,0,2,26,0,0,0,0,0,0,1,0,1,27,95,8,20,5,0,1,13,0,0,5,23,0,0,0,1,1,0.210526315789474,14,0.542261594580511,"AvgPoor","AvgPoor",30806,2014,"NL",78,67,78,70,0,0,0,19,1,51,0,0,0,0,0,8,0,1,78,259,28,65,13,1,6,29,1,0,12,31,2,1,1,1,6,0.250965250965251,45,0.664092664092664,"AvgPoor","AvgPoor","No"
"825",30119,2013,"floripe01","MIN","AL",134,127,134,133,0,0,0,0,0,133,0,0,0,0,0,0,3,1,134,403,44,89,17,0,9,44,15,6,33,115,1,2,5,3,7,0.220843672456576,63,0.611203952217777,"AvgPoor","AvgPoor",30807,2014,"AL",33,26,33,31,0,0,0,0,0,31,0,0,0,0,2,0,4,1,33,76,7,7,1,1,0,1,6,0,8,22,0,0,2,0,2,0.1,5,0.31015037593985,"AvgPoor","AvgPoor","No"
"826",30120,2013,"flowety01","CHA","AL",84,77,84,84,0,84,0,0,0,0,0,0,0,0,0,0,0,1,84,256,24,50,11,0,10,24,0,1,14,94,1,4,0,1,9,0.1953125,29,0.602741477272727,"AvgPoor","AvgPoor",30808,2014,"AL",127,120,127,124,0,124,0,0,0,0,0,0,0,0,0,2,1,1,127,407,42,98,16,1,15,50,0,1,25,159,0,8,1,1,10,0.240786240786241,66,0.692629549772407,"AvgPoor","AvgPoor","No"
"827",30129,2013,"frankni01","SEA","AL",102,92,102,98,0,0,0,96,0,3,0,0,0,0,2,5,3,1,102,369,38,83,20,1,12,45,6,1,42,113,1,0,0,1,2,0.224932249322493,50,0.685511879390639,"AvgPoor","AvgPoor",30815,2014,"AL",17,13,17,14,0,0,0,5,1,7,0,0,2,2,2,2,0,1,17,47,3,6,0,1,0,2,1,0,3,21,0,1,0,1,0,0.127659574468085,5,0.362520458265139,"AvgPoor","AvgPoor","No"
"828",30130,2013,"frazito01","CIN","NL",150,141,150,148,0,0,0,0,147,0,2,0,0,2,0,6,0,1,150,531,63,124,29,3,19,73,6,5,50,125,1,14,2,3,14,0.233521657250471,73,0.721160931919959,"AvgPoor","AvgPoor",30817,2014,"NL",157,155,157,156,0,0,43,0,124,0,0,0,0,0,0,1,0,1,157,597,88,163,22,1,29,80,20,8,52,139,2,7,0,4,9,0.273031825795645,111,0.795325110400487,"AvgPoor","AvgPoor","No"
"829",30131,2013,"freemfr01","ATL","NL",147,145,147,147,0,0,147,0,0,0,0,0,0,0,0,0,1,1,147,551,89,176,27,2,23,109,1,0,66,121,10,7,0,5,10,0.319419237749546,124,0.896773895706318,"Good","Good",30818,2014,"NL",162,162,162,162,0,0,162,0,0,0,0,0,0,0,0,0,0,1,162,607,93,175,43,4,18,78,3,4,90,145,4,8,0,3,18,0.28830313014827,110,0.846878228576215,"Good","Good","No"
"830",30133,2013,"freimna01","OAK","AL",80,50,80,59,0,0,59,0,0,0,0,0,0,0,13,23,0,1,80,190,10,52,8,1,4,24,0,0,14,31,0,2,0,2,8,0.273684210526316,39,0.716396761133603,"AvgPoor","AvgPoor",30820,2014,"AL",36,24,36,33,0,0,33,0,0,0,0,0,0,0,2,7,1,1,36,87,12,19,5,0,5,15,0,0,5,23,1,1,0,0,6,0.218390804597701,9,0.717093066370041,"AvgPoor","AvgPoor","No"
"831",30134,2013,"fryerer01","MIN","AL",6,4,6,5,0,5,0,0,0,0,0,0,0,0,1,1,0,1,6,13,2,5,1,0,1,4,0,0,3,3,0,0,0,0,1,0.323292244821646,3,0.922348942348942,"Good","Good",30821,2014,"AL",28,21,28,24,0,24,0,0,0,0,0,0,0,0,3,2,2,1,28,75,11,16,4,0,1,5,1,0,5,15,0,1,0,0,0,0.213333333333333,11,0.578271604938272,"AvgPoor","AvgPoor","No"
"832",30137,2013,"galvifr01","PHI","NL",70,49,70,58,0,0,0,23,16,11,10,0,0,10,0,14,0,1,70,205,13,48,5,4,6,19,1,0,13,45,2,1,3,0,5,0.234146341463415,33,0.668470876489587,"AvgPoor","AvgPoor",30826,2014,"NL",43,32,43,41,0,0,0,7,11,25,0,0,0,0,0,4,1,1,43,119,14,21,3,1,4,12,1,0,8,30,0,0,0,1,0,0.176470588235294,13,0.545890231092437,"AvgPoor","AvgPoor","No"
"833",30138,2013,"garciav01","CHA","AL",42,41,42,42,0,0,0,0,0,0,0,8,36,42,0,1,0,2,42,161,19,49,4,2,5,21,3,2,5,38,0,1,0,1,5,0.304347826086957,38,0.774585921325052,"Good","AvgPoor",30827,2014,"AL",46,46,46,46,0,0,0,0,0,0,0,0,46,46,0,0,0,1,46,172,19,42,8,0,7,29,4,1,14,44,1,2,0,2,5,0.244186046511628,27,0.718053855569155,"AvgPoor","AvgPoor","No"
"834",30140,2013,"garcile02","CHA","AL",20,12,20,18,0,0,0,9,2,3,0,6,0,6,0,4,2,2,20,49,2,10,1,0,0,1,6,2,4,18,0,0,0,1,0,0.204081632653061,9,0.483749055177627,"AvgPoor","AvgPoor",30829,2014,"AL",74,32,73,53,1,0,0,14,15,9,2,14,3,19,5,9,18,1,74,145,13,24,3,0,1,6,11,1,5,48,1,0,4,1,6,0.16551724137931,20,0.398949531856588,"AvgPoor","AvgPoor","No"
"835",30142,2013,"gardnbr01","NYA","AL",145,132,145,138,0,0,0,0,0,0,0,138,0,138,3,9,0,1,145,539,81,147,33,10,8,52,24,8,52,127,1,8,7,3,8,0.272727272727273,96,0.759438236182422,"AvgPoor","AvgPoor",30830,2014,"AL",148,142,148,146,0,0,0,0,0,0,126,25,1,146,1,3,0,1,148,555,87,142,25,8,17,58,21,5,56,134,0,6,13,6,3,0.255855855855856,92,0.749069454687432,"AvgPoor","AvgPoor","No"
"836",30143,2013,"gattiev01","ATL","NL",105,90,105,90,0,42,4,0,0,0,48,0,0,48,2,13,0,1,105,354,44,86,21,0,21,65,0,0,21,81,4,4,0,3,10,0.242937853107345,44,0.770801904930931,"AvgPoor","AvgPoor",30831,2014,"NL",108,93,108,93,0,93,0,0,0,0,0,0,0,0,3,14,0,1,108,369,41,97,17,1,22,52,0,0,22,97,3,8,0,2,9,0.262872628726287,57,0.809933161675756,"AvgPoor","Good","No"
"837",30144,2013,"gennesc01","MIL","NL",69,56,69,59,0,0,0,59,0,0,0,0,0,0,0,12,0,1,69,213,29,69,11,2,6,21,2,1,10,42,0,1,5,1,0,0.323943661971831,50,0.834428794992175,"Good","Good",30832,2014,"NL",137,110,137,119,0,0,0,119,0,0,0,0,1,1,0,23,0,1,137,440,55,127,31,3,9,54,6,3,22,67,5,0,8,4,11,0.288636363636364,84,0.753833398361295,"Good","AvgPoor","No"
"838",30147,2013,"giavojo01","KCA","AL",14,12,14,13,0,0,0,13,0,0,0,0,0,0,1,1,0,1,14,41,4,9,3,0,0,4,0,0,5,4,0,2,0,0,0,0.219512195121951,6,0.626016260162602,"AvgPoor","AvgPoor",30835,2014,"AL",12,10,12,12,0,0,0,12,0,0,0,0,0,0,0,0,0,1,12,37,8,8,1,0,1,5,0,1,1,5,0,2,0,1,1,0.216216216216216,6,0.592617007251154,"AvgPoor","AvgPoor","No"
"839",30148,2013,"gillaco01","CHA","AL",134,110,134,121,0,0,12,0,113,0,0,0,0,0,1,15,2,1,134,408,46,100,14,3,13,40,0,1,37,79,4,1,0,6,7,0.245098039215686,70,0.695015616866215,"AvgPoor","AvgPoor",30836,2014,"AL",130,120,130,127,0,0,0,0,127,0,0,0,0,0,0,9,0,1,130,464,50,131,31,5,7,57,0,4,36,78,4,3,0,3,5,0.282327586206897,88,0.751916655308709,"Good","AvgPoor","Yes"
"840",30153,2013,"gindlca01","MIL","NL",57,34,57,34,0,0,0,0,0,0,30,0,5,34,0,23,0,1,57,132,17,32,7,2,5,14,2,1,20,25,1,0,2,1,0,0.242424242424242,18,0.779263220439691,"AvgPoor","AvgPoor",30841,2014,"NL",8,6,8,6,0,0,0,0,0,0,0,0,6,6,0,2,0,1,8,19,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0.157894736842105,3,0.462242562929062,"AvgPoor","AvgPoor","No"
"841",30154,2013,"goinsry01","TOR","AL",34,30,34,33,0,0,0,32,0,2,0,0,0,0,0,1,0,1,34,119,11,30,5,0,2,8,0,0,2,28,0,0,0,0,1,0.252100840336134,23,0.609000625043406,"AvgPoor","AvgPoor",30844,2014,"AL",67,54,67,66,0,0,0,57,0,15,0,0,0,0,0,1,2,1,67,181,14,34,6,3,1,15,0,1,5,42,0,0,6,1,4,0.187845303867403,24,0.479274381776819,"AvgPoor","AvgPoor","No"
"842",30155,2013,"goldspa01","ARI","NL",160,158,160,159,0,0,159,0,0,0,0,0,0,0,0,2,0,1,160,602,103,182,36,3,36,125,15,7,99,145,19,3,0,5,25,0.302325581395349,107,0.952059191505513,"Good","Good",30845,2014,"NL",109,108,109,109,0,0,109,0,0,0,0,0,0,0,0,0,0,1,109,406,75,122,39,1,19,69,9,3,64,110,10,2,0,3,10,0.300492610837438,63,0.937661394866476,"Good","Good","No"
"843",30156,2013,"gomesjo01","BOS","AL",116,76,116,101,0,0,0,0,0,0,98,0,4,101,10,30,1,1,116,312,49,77,17,0,13,52,1,0,43,89,3,6,0,5,6,0.246794871794872,47,0.770544346364018,"AvgPoor","AvgPoor",30846,2014,"AL",78,53,78,75,0,0,0,0,0,0,65,0,11,75,2,20,1,1,78,209,22,49,7,0,6,32,0,0,26,70,0,6,0,5,5,0.23444976076555,36,0.68333527832886,"AvgPoor","AvgPoor","No"
"844",30157,2013,"gomesya01","CLE","AL",88,80,88,85,0,85,1,0,0,0,0,0,0,0,3,3,0,1,88,293,45,86,18,2,11,38,2,0,18,67,0,7,0,4,12,0.293515358361775,55,0.825949165836389,"Good","Good",30848,2014,"AL",135,129,135,126,0,126,0,0,0,0,0,0,0,0,8,4,0,1,135,485,61,135,25,3,21,74,0,0,24,120,3,3,0,6,13,0.278350515463918,86,0.784906261194921,"AvgPoor","AvgPoor","No"
"845",30158,2013,"gomezca01","MIL","NL",147,143,147,145,0,0,0,0,0,0,0,145,0,145,0,3,0,1,147,536,80,152,27,10,24,73,40,7,37,146,2,10,1,6,11,0.283582089552239,91,0.843457795910093,"Good","Good",30849,2014,"NL",148,145,148,145,0,0,0,0,0,0,0,145,0,145,1,1,1,1,148,574,95,163,34,4,23,73,34,12,47,141,0,19,1,3,10,0.28397212543554,102,0.833494995692014,"Good","Good","No"
"846",30159,2013,"gonzaad01","LAN","NL",157,149,157,151,0,0,151,0,0,0,0,0,0,0,1,6,0,1,157,583,69,171,32,0,22,100,1,0,47,98,6,1,0,10,12,0.293310463121784,117,0.803060184156937,"Good","Good",30851,2014,"NL",159,153,159,157,0,0,157,0,0,0,0,0,0,0,1,4,0,1,159,591,83,163,41,0,27,116,1,1,56,112,9,2,0,11,13,0.27580372250423,95,0.817081987386556,"AvgPoor","Good","No"
"847",30163,2013,"gonzaca01","COL","NL",110,100,110,106,0,0,0,0,0,0,106,0,0,106,1,2,1,1,110,391,72,118,23,6,26,70,21,3,41,118,2,1,0,3,7,0.301790281329923,63,0.9577653159389,"Good","Good",30853,2014,"NL",70,66,70,65,0,0,0,0,0,0,48,0,17,65,2,3,0,1,70,260,35,62,15,1,11,38,3,0,19,70,2,1,0,1,7,0.238461538461538,35,0.722584177388448,"AvgPoor","AvgPoor","No"
"848",30164,2013,"gonzama01","HOU","AL",72,57,72,66,0,0,0,10,4,53,0,0,0,0,1,0,9,1,72,204,22,45,8,0,4,14,6,2,9,37,0,0,8,1,5,0.220588235294118,33,0.570963899578523,"AvgPoor","AvgPoor",30854,2014,"AL",103,76,103,93,0,0,1,11,10,71,4,0,1,4,3,9,11,1,103,285,33,79,15,1,6,23,2,4,17,58,0,4,4,0,6,0.27719298245614,57,0.726797385620915,"AvgPoor","AvgPoor","Yes"
"849",30166,2013,"gordoal01","KCA","AL",156,155,156,155,0,0,0,0,0,0,155,0,0,155,0,1,0,1,156,633,90,168,27,6,20,81,11,3,52,141,7,9,0,6,4,0.265402843601896,115,0.748943805010156,"AvgPoor","AvgPoor",30855,2014,"AL",156,155,156,156,0,0,0,0,0,0,156,0,0,156,0,0,0,1,156,563,87,150,34,1,19,74,12,3,65,126,5,11,0,4,11,0.266429840142096,96,0.783093790485872,"AvgPoor","AvgPoor","No"
"850",30167,2013,"gordode01","LAN","NL",38,23,38,30,0,0,0,3,0,27,0,0,0,0,0,5,5,1,38,94,9,22,1,1,1,6,10,2,10,21,2,1,1,0,0,0.234042553191489,19,0.612158054711246,"AvgPoor","AvgPoor",30856,2014,"NL",148,139,148,144,0,0,0,144,0,0,0,0,0,0,0,8,0,1,148,609,92,176,24,12,2,34,64,19,31,107,0,4,3,3,3,0.288998357963875,138,0.703788865117011,"Good","AvgPoor","No"
"851",30168,2013,"gosean01","TOR","AL",52,37,52,49,0,0,0,0,0,0,15,34,2,49,1,6,3,1,52,147,15,38,6,5,2,12,4,3,5,37,0,0,1,0,5,0.258503401360544,25,0.691058002148228,"AvgPoor","AvgPoor",30858,2014,"AL",94,74,94,88,0,0,0,0,0,0,11,65,14,88,1,10,1,1,94,239,31,54,8,1,2,13,15,5,25,74,0,5,4,1,9,0.225941422594142,43,0.603998140399814,"AvgPoor","AvgPoor","No"
"852",30169,2013,"gosewtu01","ARI","NL",14,11,14,13,0,13,0,0,0,0,0,0,0,0,0,1,0,1,14,45,1,8,2,0,0,3,0,0,0,8,0,0,1,1,3,0.177777777777778,6,0.396135265700483,"AvgPoor","AvgPoor",30859,2014,"NL",41,31,41,35,0,35,0,0,0,0,0,0,0,0,0,7,0,1,41,129,6,29,8,0,1,7,0,0,3,24,0,0,0,0,6,0.224806201550388,20,0.552501761804087,"AvgPoor","AvgPoor","No"
"853",30170,2013,"gosseph01","ATL","NL",4,1,4,3,0,0,0,3,0,0,0,0,0,0,0,1,1,1,4,6,2,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0.333333333333333,2,0.761904761904762,"Good","AvgPoor",30860,2014,"NL",46,30,46,38,0,0,0,26,9,8,1,0,0,1,0,8,4,1,46,128,17,34,4,0,1,3,2,2,5,27,0,2,1,0,1,0.265625,29,0.624016203703704,"AvgPoor","AvgPoor","No"
"854",30172,2013,"grandya01","SDN","NL",28,26,28,26,0,26,1,0,0,0,0,0,0,0,0,2,0,1,28,88,13,19,8,0,1,9,0,0,18,18,2,1,0,1,1,0.215909090909091,10,0.692760942760943,"AvgPoor","AvgPoor",30862,2014,"NL",128,101,128,108,0,76,37,0,0,0,0,0,0,0,1,24,0,1,128,377,47,85,19,1,15,49,3,0,58,115,1,2,0,6,7,0.225464190981432,50,0.727844273730473,"AvgPoor","AvgPoor","Yes"
"855",30173,2013,"greengr01","LAA","AL",40,35,40,40,0,0,0,40,0,0,0,0,0,0,0,2,0,2,40,125,16,35,8,1,1,16,0,0,10,38,0,1,0,1,3,0.28,25,0.719766423357664,"Good","AvgPoor",30863,2014,"AL",43,23,43,33,0,0,1,10,5,1,17,0,0,17,3,11,4,1,43,99,7,27,5,0,1,11,1,4,2,20,0,0,0,2,3,0.272727272727273,21,0.635088751593606,"AvgPoor","AvgPoor","No"
"856",30177,2013,"gregodi01","ARI","NL",103,97,103,100,0,0,0,0,0,100,0,0,0,0,0,4,0,1,103,357,47,90,16,3,7,28,0,2,37,65,5,6,2,1,4,0.252100840336134,64,0.704219842550487,"AvgPoor","AvgPoor",30864,2014,"NL",80,74,80,78,0,0,0,11,2,67,0,0,0,0,0,4,0,1,80,270,35,61,9,5,6,27,3,0,22,52,3,3,2,2,1,0.225925925925926,41,0.652525252525253,"AvgPoor","AvgPoor","No"
"857",30178,2013,"grossro01","HOU","AL",63,63,63,62,0,0,0,0,0,0,45,29,2,62,1,0,0,1,63,257,29,69,14,0,4,21,6,7,23,70,0,2,5,1,2,0.268482490272374,51,0.701805282479273,"AvgPoor","AvgPoor",30866,2014,"AL",103,99,103,102,0,0,0,0,0,0,67,6,32,102,1,1,0,1,103,360,42,84,14,2,6,37,9,3,55,105,1,2,3,2,7,0.233333333333333,62,0.669848846459825,"AvgPoor","AvgPoor","No"
"858",30181,2013,"gyorkje01","SDN","NL",125,123,125,124,0,0,0,117,13,0,0,0,0,0,0,2,0,1,125,486,62,121,26,0,23,63,1,1,33,123,1,4,0,2,14,0.248971193415638,72,0.745396825396825,"AvgPoor","AvgPoor",30871,2014,"NL",111,106,111,109,0,0,0,109,0,0,0,0,0,0,0,5,0,1,111,400,37,84,17,1,10,51,3,2,36,100,1,4,0,3,8,0.21,56,0.612409706546275,"AvgPoor","AvgPoor","No"
"859",30184,2013,"hairssc01","WAS","NL",33,11,33,17,0,0,0,0,0,0,15,0,2,17,0,20,1,2,33,58,5,13,3,0,2,7,0,0,2,19,0,0,1,1,0,0.224137931034483,8,0.625211984171848,"AvgPoor","AvgPoor",30872,2014,"NL",61,12,61,16,0,0,0,0,0,0,15,0,1,16,1,47,1,1,61,77,6,16,4,0,1,8,0,0,4,26,0,2,0,4,2,0.207792207792208,11,0.55157486191969,"AvgPoor","AvgPoor","No"
"860",30186,2013,"hamilbi02","CIN","NL",13,3,13,7,0,0,0,0,0,0,0,7,0,7,0,0,7,1,13,19,9,7,2,0,0,1,13,1,2,4,0,0,1,0,0,0.368421052631579,5,0.902255639097744,"Good","Good",30873,2014,"NL",152,136,152,144,0,0,0,0,0,0,0,144,0,144,1,9,3,1,152,563,72,141,25,8,6,48,56,23,34,117,0,1,9,4,1,0.25044404973357,102,0.647598590842839,"AvgPoor","AvgPoor","No"
"861",30187,2013,"hamiljo03","LAA","AL",151,142,151,108,0,0,0,0,0,0,19,6,83,108,37,6,0,1,151,576,73,144,32,5,21,79,4,0,47,158,4,4,0,9,16,0.25,86,0.738895440251572,"AvgPoor","AvgPoor",30874,2014,"AL",89,88,89,74,0,0,0,0,0,0,68,7,0,74,14,1,0,1,89,338,43,89,21,0,10,44,3,3,32,108,5,5,0,6,2,0.263313609467456,58,0.744909844849275,"AvgPoor","AvgPoor","No"
"862",30189,2013,"hannaja01","CIN","NL",83,25,83,45,0,0,10,1,37,0,0,0,0,0,1,46,0,1,83,139,12,30,5,1,1,14,0,0,19,38,1,2,0,1,6,0.215827338129496,23,0.604539970508066,"AvgPoor","AvgPoor",30876,2014,"NL",26,9,26,13,0,0,13,0,0,0,0,0,0,0,1,14,0,1,26,48,3,9,3,0,0,2,0,0,2,17,0,0,0,0,2,0.1875,6,0.47,"AvgPoor","AvgPoor","No"
"863",30190,2013,"hardyjj01","BAL","AL",159,159,159,159,0,0,0,0,0,159,0,0,0,0,0,0,0,1,159,601,66,158,27,0,25,76,2,1,38,73,3,0,3,2,14,0.262895174708819,106,0.738384543701216,"AvgPoor","AvgPoor",30877,2014,"AL",141,141,141,141,0,0,0,0,0,141,0,0,0,0,0,0,0,1,141,529,56,142,28,0,9,52,0,0,29,104,1,4,3,4,12,0.268431001890359,105,0.681588035295611,"AvgPoor","AvgPoor","No"
"864",30191,2013,"harpebr03","WAS","NL",118,114,118,115,0,0,0,0,0,0,97,9,16,115,0,3,0,1,118,424,71,116,24,3,20,58,11,4,61,94,4,5,3,4,4,0.273584905660377,69,0.854270109235353,"AvgPoor","Good",30878,2014,"NL",100,94,100,98,0,0,0,0,0,0,90,7,10,98,0,2,0,1,100,352,41,96,10,2,13,32,2,2,38,104,4,1,3,1,6,0.272727272727273,71,0.767683209647495,"AvgPoor","AvgPoor","No"
"865",30193,2013,"harrijo05","PIT","NL",60,15,60,37,1,0,0,11,7,4,1,0,14,15,1,30,7,1,60,88,10,22,1,2,3,14,2,0,2,10,0,3,2,0,4,0.25,16,0.69941348973607,"AvgPoor","AvgPoor",30879,2014,"NL",143,116,143,127,0,0,0,17,72,8,26,0,26,50,0,21,3,1,143,520,77,164,38,7,13,52,18,7,22,81,1,4,2,2,6,0.315384615384615,106,0.837099943851769,"Good","Good","Yes"
"866",30195,2013,"hayesbr01","KCA","AL",5,4,5,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,5,18,2,5,3,0,1,2,0,0,0,3,0,0,0,0,0,0.277777777777778,1,0.888888888888889,"AvgPoor","Good",30882,2014,"AL",27,14,27,27,0,27,0,0,0,0,0,0,0,0,0,0,2,1,27,52,3,7,1,0,1,2,0,0,1,12,0,0,0,0,1,0.134615384615385,5,0.362481857764877,"AvgPoor","AvgPoor","No"
